Date,Action,Symbol,Shares,Price,Cost
08/07/2014,BUY,LEAF,573,29.65,7.0
08/12/2014,BUY,KMI,438,38.73,7.0
08/25/2014,BUY,JMEI,310,32.86,7.0
08/27/2014,BUY,ATHM,336,50.44,7.0
08/28/2014,SELL,ATHM,336,46.86,7.0
08/28/2014,BUY,SIG,137,116.37,7.0
08/29/2014,SELL,JMEI,879,30.57,7.0
08/29/2014,BUY,GPRO,308,51.8,7.0
09/04/2014,BUY,MEI,402,39.72,7.0
09/08/2014,BUY,THC,162,58.99,7.0
09/09/2014,SELL,KMI,438,38.3,7.0
09/10/2014,BUY,HQY,739,21.62,7.0
09/11/2014,SELL,APD,131,128.43,7.0
09/16/2014,SELL,HQY,739,20.1,7.0
09/16/2014,BUY,ALR,397,40.25,7.0
09/17/2014,BUY,LEAF,284,33.66,7.0
09/22/2014,BUY,CLX,164,97.23,7.0
09/23/2014,SELL,EMES,459,110.98,7.0
09/25/2014,SELL,MEI,402,38.04,7.0
09/30/2014,SELL,ALR,397,38.78,7.0
10/01/2014,SELL,SIG,137,112.14,7.0
10/01/2014,SELL,THC,486,57.74,7.0
10/03/2014,BUY,GPN,235,76.32,7.0
10/06/2014,BUY,KITE,548,32.83,7.0
10/07/2014,SELL,KITE,548,31.8,7.0
10/09/2014,SELL,GPN,235,73.97,7.0
10/13/2014,BUY,BDX,142,125.83,7.0
10/14/2014,BUY,AVA,528,34.03,7.0
10/16/2014,SELL,BDX,142,120.78,7.0
10/21/2014,BUY,AKRX,435,41.29,7.0
10/27/2014,SELL,GPRO,308,64.91,7.0
10/27/2014,BUY,EPAM,383,46.91,7.0
10/30/2014,BUY,BMY,305,58.98,7.0
10/30/2014,BUY,BIN,636,28.25,7.0
10/30/2014,BUY,CACI,219,82.05,7.0
10/31/2014,BUY,FLT,119,150.56,7.0
11/03/2014,BUY,ZEN,681,26.4,7.0
11/05/2014,SELL,ZEN,681,24.96,7.0
11/06/2014,SELL,AKRX,435,37.88,7.0
11/07/2014,BUY,AMED,725,24.79,7.0
11/11/2014,BUY,LEAF,192,37.34,7.0
11/14/2014,SELL,AVA,528,33.46,7.0
11/19/2014,BUY,ENV,342,52.58,7.0
12/01/2014,SELL,ENV,342,49.55,7.0
12/05/2014,BUY,ENB,351,51.15,7.0
12/10/2014,SELL,ENB,351,47.99,7.0
12/10/2014,SELL,FLT,119,143.9,7.0
12/15/2014,SELL,LEAF,1049,35.07,7.0
12/16/2014,SELL,EPAM,383,46.24,7.0
12/16/2014,SELL,BMY,305,57.69,7.0
12/16/2014,SELL,CACI,219,83.36,7.0
12/18/2014,BUY,FGEN,641,28.05,7.0
12/22/2014,SELL,FGEN,641,26.32,7.0
12/22/2014,BUY,NVRO,457,39.37,7.0
12/24/2014,BUY,BIN,354,30.43,7.0
12/24/2014,BUY,VA,438,41.0,7.0
01/06/2015,SELL,NVRO,457,37.13,7.0
01/07/2015,SELL,VA,438,39.75,7.0
01/09/2015,BUY,AYI,118,151.5,7.0
01/12/2015,SELL,BIN,990,28.85,7.0
01/16/2015,BUY,AMED,381,28.26,7.0
01/22/2015,BUY,HELE,232,77.53,7.0
01/23/2015,BUY,SBUX,203,88.22,7.0
01/28/2015,BUY,KLIC,1140,15.75,7.0
01/30/2015,SELL,HELE,232,75.22,7.0
01/30/2015,SELL,KLIC,1140,15.17,7.0
01/30/2015,BUY,VAR,194,92.56,7.0
02/02/2015,BUY,CLX,100,107.83,7.0
02/05/2015,BUY,BA,121,148.6,7.0
02/06/2015,BUY,BLL,254,70.61,7.0
02/09/2015,BUY,HAS,301,59.66,7.0
03/06/2015,SELL,AMED,1106,27.62,7.0
03/06/2015,BUY,AMBA,280,64.22,7.0
03/06/2015,BUY,BMY,276,65.12,7.0
03/06/2015,SELL,BLL,254,70.82,7.0
03/06/2015,BUY,OLN,589,30.52,7.0
03/10/2015,SELL,OLN,589,29.0,7.0
03/13/2015,SELL,HAS,301,60.73,7.0
03/13/2015,BUY,TWOU,838,21.46,7.0
03/19/2015,BUY,NVRO,359,50.01,7.0
03/25/2015,SELL,NVRO,359,48.04,7.0
03/25/2015,SELL,BA,121,148.23,7.0
03/25/2015,BUY,JUNO,336,53.48,7.0
03/25/2015,SELL,VAR,194,92.72,7.0
03/25/2015,BUY,EW,126,142.25,7.0
03/25/2015,SELL,BMY,276,64.7,7.0
03/25/2015,BUY,OVAS,361,49.8,7.0
03/26/2015,SELL,OVAS,361,48.29,7.0
03/26/2015,BUY,SFS,1010,17.77,7.0
03/30/2015,BUY,CLX,64,110.76,7.0
03/30/2015,BUY,SBUX,112,95.98,7.0
04/06/2015,SELL,EW,126,139.85,7.0
04/06/2015,BUY,SIG,128,139.76,7.0
04/08/2015,BUY,AYI,63,168.96,7.0
04/16/2015,BUY,TWOU,429,25.11,7.0
04/17/2015,SELL,SIG,128,132.41,7.0
04/17/2015,SELL,CLX,328,109.26,7.0
04/17/2015,BUY,TSE,817,22.0,7.0
04/20/2015,BUY,AMBA,144,74.56,7.0
04/24/2015,SELL,SFS,1010,17.9,7.0
04/24/2015,BUY,MMSI,874,20.58,7.0
04/27/2015,SELL,JUNO,336,50.81,7.0
04/29/2015,BUY,XPO,368,48.83,7.0
04/30/2015,SELL,MMSI,874,19.41,7.0
04/30/2015,BUY,AVG,752,23.92,7.0
05/05/2015,SELL,TSE,817,21.83,7.0
05/05/2015,BUY,CLGX,464,38.7,7.0
05/08/2015,BUY,SBUX,144,49.78,7.0
05/14/2015,BUY,TWOU,269,26.69,7.0
06/02/2015,BUY,AYI,40,178.51,7.0
06/04/2015,SELL,CLGX,464,38.77,7.0
06/04/2015,BUY,DGX,240,74.94,7.0
06/09/2015,SELL,XPO,368,48.13,7.0
06/09/2015,BUY,CMN,326,52.0,7.0
06/15/2015,SELL,DGX,240,72.67,7.0
06/15/2015,BUY,MBLY,337,50.34,7.0
06/29/2015,SELL,AYI,221,179.27,7.0
06/29/2015,BUY,ITCI,581,30.94,7.0
07/01/2015,BUY,AVG,393,27.43,7.0
