Date,Action,Symbol,Shares,Price,Cost
01/09/2015,BUY,AYI,65,151.5,7.0
01/15/2015,BUY,HDB,179,55.66,7.0
01/22/2015,BUY,HELE,128,77.53,7.0
01/23/2015,BUY,SBUX,113,88.22,7.0
01/28/2015,BUY,KLIC,634,15.75,7.0
01/29/2015,BUY,VAR,106,94.04,7.0
01/30/2015,SELL,HELE,128,75.22,7.0
01/30/2015,SELL,KLIC,634,15.17,7.0
02/03/2015,BUY,PRE,82,120.86,7.0
02/05/2015,BUY,EL,127,78.4,7.0
02/05/2015,BUY,BLL,138,72.03,7.0
02/09/2015,BUY,HAS,167,59.66,7.0
02/24/2015,SELL,PRE,82,115.35,7.0
02/24/2015,BUY,CBRL,68,145.81,7.0
