Date,Action,Symbol,Shares,Price,Cost
01/22/2015,BUY,HELE,193,77.53,7.0
01/23/2015,BUY,SBUX,169,88.22,7.0
01/30/2015,SELL,HELE,193,75.22,7.0
02/02/2015,BUY,CLX,83,107.83,7.0
02/05/2015,BUY,BLL,208,72.03,7.0
02/10/2015,BUY,SEE,331,45.27,7.0
02/18/2015,BUY,LNKD,56,266.91,7.0
03/06/2015,SELL,AMED,922,27.62,7.0
03/11/2015,SELL,BLL,208,68.97,7.0
03/12/2015,BUY,TWOU,708,21.15,7.0
03/19/2015,BUY,NVRO,299,50.01,7.0
03/25/2015,SELL,LNKD,56,256.05,7.0
03/25/2015,SELL,NVRO,299,48.04,7.0
03/25/2015,SELL,SEE,331,45.1,7.0
03/25/2015,BUY,JUNO,280,53.48,7.0
03/26/2015,BUY,SFS,843,17.77,7.0
03/30/2015,BUY,CLX,54,110.76,7.0
03/30/2015,BUY,SBUX,93,95.98,7.0
04/08/2015,BUY,AYI,53,168.96,7.0
04/10/2015,BUY,GE,525,28.51,7.0
04/13/2015,BUY,TSE,694,21.58,7.0
04/16/2015,BUY,TWOU,358,25.11,7.0
04/21/2015,SELL,GE,525,26.62,7.0
04/27/2015,SELL,JUNO,280,50.81,7.0
04/27/2015,SELL,SFS,843,17.71,7.0
04/29/2015,SELL,CLX,280,107.11,7.0
04/29/2015,BUY,XPO,307,48.83,7.0
04/30/2015,BUY,AVG,626,23.92,7.0
05/05/2015,BUY,CLGX,387,38.7,7.0
05/08/2015,BUY,SBUX,120,49.78,7.0
05/14/2015,BUY,TWOU,224,26.69,7.0
06/02/2015,BUY,AYI,33,178.51,7.0
06/11/2015,SELL,XPO,307,48.24,7.0
06/11/2015,BUY,MBLY,297,50.47,7.0
06/17/2015,SELL,CLGX,387,37.54,7.0
06/23/2015,BUY,TSE,319,28.14,7.0
06/29/2015,SELL,TSE,1013,26.06,7.0
07/01/2015,BUY,AVG,327,27.43,7.0
