Date,Action,Symbol,Shares,Price,Cost
01/08/2015,BUY,LABL,344,58.0,8.0
01/08/2015,BUY,BSX,1370,14.59,8.0
01/12/2015,SELL,LABL,344,56.93,8.0
01/15/2015,SELL,BSX,1370,14.31,8.0
01/22/2015,BUY,AGU,186,107.2,8.0
01/22/2015,BUY,TSM,843,23.71,8.0
01/23/2015,BUY,CSWC,469,42.59,8.0
01/23/2015,BUY,SBUX,226,88.22,8.0
01/28/2015,SELL,AGU,186,104.39,8.0
01/29/2015,SELL,TSM,843,23.29,8.0
02/06/2015,BUY,CME,212,94.21,8.0
02/10/2015,BUY,SEE,441,45.27,8.0
02/10/2015,BUY,MOH,355,56.26,8.0
04/06/2015,SELL,CME,212,92.095,8.0
04/08/2015,BUY,CHL,277,71.94,8.0
04/15/2015,SELL,SEE,441,44.46,8.0
04/15/2015,BUY,SWHC,1335,14.97,8.0
04/17/2015,SELL,CHL,277,67.68,8.0
04/17/2015,SELL,CSWC,469,47.01,8.0
04/17/2015,BUY,CE,297,67.18,8.0
04/21/2015,BUY,OCR,246,81.07,8.0
04/27/2015,SELL,MOH,355,62.09,8.0
04/28/2015,BUY,SC,833,24.0,8.0
05/07/2015,SELL,CE,297,66.5,8.0
05/20/2015,BUY,ADI,302,66.18,8.0
