Date,Action,Symbol,Shares,Price,Cost
09/04/2014,BUY,MEI,274,39.72,7.0
09/09/2014,SELL,TGNA,536,32.38,7.0
09/10/2014,BUY,HQY,503,21.62,7.0
09/16/2014,SELL,HQY,503,20.1,7.0
09/17/2014,BUY,LEAF,193,33.66,7.0
09/22/2014,BUY,CLX,112,97.23,7.0
09/22/2014,SELL,KEX,198,118.73,7.0
09/22/2014,BUY,ALR,272,39.97,7.0
09/24/2014,BUY,LNG,53,81.73,7.0
09/25/2014,SELL,MEI,274,38.04,7.0
09/30/2014,SELL,ALR,272,38.78,7.0
10/02/2014,SELL,LNG,303,76.02,7.0
10/03/2014,BUY,MYCC,558,19.49,7.0
10/03/2014,SELL,LEAF,560,32.45,7.0
10/03/2014,BUY,GPN,142,76.32,7.0
10/07/2014,SELL,MYCC,558,18.73,7.0
10/09/2014,SELL,GPN,142,73.97,7.0
10/13/2014,BUY,CMN,280,38.86,7.0
10/14/2014,BUY,AVA,320,34.03,7.0
10/16/2014,SELL,CMN,280,37.28,7.0
10/21/2014,BUY,AKRX,263,41.29,7.0
10/21/2014,BUY,BDX,88,123.31,7.0
10/27/2014,SELL,GPRO,210,64.91,7.0
10/27/2014,BUY,EPAM,249,46.91,7.0
10/30/2014,BUY,BMY,198,58.98,7.0
11/06/2014,SELL,AKRX,263,37.88,7.0
11/12/2014,BUY,FLT,79,147.4,7.0
11/12/2014,SELL,AVA,320,34.37,7.0
11/12/2014,BUY,MSG,156,74.74,7.0
11/21/2014,SELL,CLX,112,99.71,7.0
11/21/2014,BUY,ENV,225,51.77,7.0
12/08/2014,SELL,ENV,225,49.27,7.0
12/08/2014,BUY,BDX,49,139.78,7.0
12/08/2014,BUY,ENB,238,48.99,7.0
12/10/2014,SELL,MSG,156,72.21,7.0
12/11/2014,SELL,FLT,79,142.98,7.0
12/12/2014,SELL,ENB,238,46.95,7.0
12/16/2014,SELL,EPAM,249,46.24,7.0
12/16/2014,SELL,BMY,198,57.69,7.0
12/18/2014,BUY,FGEN,388,28.05,7.0
12/18/2014,BUY,KRFT,171,63.38,7.0
12/22/2014,SELL,FGEN,388,26.32,7.0
12/24/2014,BUY,VA,265,41.0,7.0
01/07/2015,SELL,VA,265,39.75,7.0
01/16/2015,BUY,AYI,72,150.64,7.0
01/22/2015,BUY,HELE,140,77.53,7.0
01/22/2015,BUY,AGU,101,107.2,7.0
01/23/2015,BUY,SBUX,123,88.22,7.0
01/30/2015,SELL,HELE,140,75.22,7.0
02/05/2015,BUY,BLL,151,72.03,7.0
02/11/2015,SELL,KRFT,171,65.07,7.0
02/11/2015,BUY,VAR,117,92.32,7.0
02/13/2015,BUY,BDX,30,143.71,7.0
03/04/2015,SELL,BLL,151,71.3,7.0
03/04/2015,BUY,LCI,174,62.28,7.0
03/11/2015,SELL,BDX,167,140.99,7.0
03/11/2015,BUY,OLN,368,29.54,7.0
03/19/2015,SELL,OLN,368,28.05,7.0
03/19/2015,SELL,AGU,101,106.95,7.0
03/26/2015,BUY,SFS,612,17.77,7.0
03/26/2015,BUY,SIG,80,135.0,7.0
03/30/2015,BUY,SBUX,67,95.98,7.0
04/08/2015,BUY,AYI,38,168.96,7.0
04/20/2015,BUY,LCI,97,66.75,7.0
04/27/2015,SELL,LCI,271,61.9,7.0
04/27/2015,SELL,SFS,612,17.71,7.0
04/29/2015,BUY,XPO,223,48.83,7.0
04/30/2015,SELL,VAR,117,88.85,7.0
04/30/2015,BUY,AVG,455,23.92,7.0
05/01/2015,BUY,BFAM,201,54.05,7.0
05/08/2015,BUY,SBUX,87,49.78,7.0
05/27/2015,SELL,SIG,80,133.18,7.0
05/27/2015,BUY,IPAR,327,33.28,7.0
06/01/2015,SELL,XPO,223,48.71,7.0
06/01/2015,BUY,AMED,339,32.05,7.0
06/02/2015,BUY,AYI,24,178.51,7.0
06/25/2015,BUY,AMED,162,39.96,7.0
07/01/2015,BUY,AVG,237,27.43,7.0
