Date,Action,Symbol,Shares,Price,Cost
01/03/2014,BUY,PFPT,584,34.18,8.0
01/03/2014,BUY,YY,344,58.02,8.0
01/03/2014,BUY,MKTO,485,41.22,8.0
01/06/2014,BUY,ANFI,1099,18.19,8.0
01/06/2014,BUY,VOYA,545,36.65,8.0
01/23/2014,SELL,VOYA,545,34.45,8.0
01/24/2014,SELL,YY,344,59.79,8.0
01/29/2014,SELL,ANFI,1099,17.5,8.0
01/29/2014,SELL,MKTO,485,40.5,8.0
01/29/2014,SELL,PFPT,584,34.91,8.0
02/07/2014,BUY,LVNTA,158,126.16,8.0
02/10/2014,BUY,SALE,483,41.33,8.0
02/11/2014,BUY,REGN,61,326.52,8.0
02/11/2014,BUY,SCOR,644,31.0,8.0
02/12/2014,BUY,IDTI,1698,11.77,8.0
03/12/2014,SELL,SALE,483,37.19,8.0
03/14/2014,BUY,MFRM,425,46.99,8.0
03/24/2014,SELL,REGN,61,306.37,8.0
03/26/2014,SELL,MFRM,425,46.72,8.0
03/26/2014,SELL,IDTI,1698,12.03,8.0
03/26/2014,SELL,LVNTA,158,130.34,8.0
03/26/2014,SELL,SCOR,644,32.58,8.0
04/02/2014,BUY,FSS,1279,15.62,8.0
04/03/2014,BUY,NYLDA,476,41.93,8.0
04/04/2014,SELL,FSS,1279,15.48,8.0
04/04/2014,SELL,NYLDA,476,42.8,8.0
05/27/2014,BUY,CAVM,404,49.38,8.0
05/28/2014,BUY,CAL,682,29.3,8.0
05/29/2014,BUY,ENSG,424,47.1,8.0
06/02/2014,SELL,CAL,682,27.83,8.0
06/03/2014,SELL,ENSG,424,29.53,8.0
06/03/2014,BUY,BMA,590,33.83,8.0
06/04/2014,BUY,OCR,302,65.99,8.0
06/06/2014,BUY,DIOD,678,29.45,8.0
06/06/2014,BUY,JOY,311,64.11,8.0
06/12/2014,SELL,JOY,311,60.86,8.0
06/16/2014,SELL,BMA,590,31.71,8.0
06/17/2014,BUY,GRC,562,35.55,8.0
06/17/2014,BUY,JWA,332,60.1,8.0
07/17/2014,SELL,CAVM,404,46.34,8.0
07/17/2014,SELL,GRC,562,33.25,8.0
07/17/2014,SELL,OCR,302,64.17,8.0
07/17/2014,SELL,DIOD,678,28.63,8.0
07/21/2014,BUY,TSRA,847,23.58,8.0
07/22/2014,BUY,ACH,1866,10.71,8.0
07/23/2014,BUY,BIIB,59,337.6,8.0
07/23/2014,BUY,HLX,726,27.51,8.0
07/31/2014,SELL,HLX,726,25.43,8.0
08/06/2014,BUY,ELLI,578,34.53,8.0
08/07/2014,SELL,BIIB,59,320.6,8.0
08/07/2014,SELL,ELLI,578,33.49,8.0
08/07/2014,SELL,JWA,332,58.94,8.0
08/07/2014,SELL,ACH,1866,11.22,8.0
08/07/2014,SELL,TSRA,847,26.66,8.0
08/15/2014,BUY,KRNY,1250,15.96,8.0
08/15/2014,BUY,AWK,400,49.91,8.0
08/18/2014,BUY,AER,408,48.94,8.0
08/19/2014,BUY,DEPO,1338,14.94,8.0
08/19/2014,BUY,SWIR,787,25.4,8.0
09/03/2014,SELL,DEPO,1338,13.99,8.0
09/04/2014,SELL,AER,408,46.32,8.0
09/04/2014,BUY,MEI,503,39.72,8.0
09/05/2014,SELL,KRNY,1250,15.19,8.0
09/05/2014,BUY,JAZZ,118,168.02,8.0
09/08/2014,BUY,TSU,679,29.42,8.0
09/23/2014,SELL,JAZZ,118,158.82,8.0
09/23/2014,SELL,AWK,400,48.21,8.0
09/24/2014,BUY,ACOR,531,37.62,8.0
09/25/2014,SELL,TSU,679,27.7,8.0
09/25/2014,SELL,ACOR,531,35.54,8.0
09/25/2014,SELL,MEI,503,38.04,8.0
09/25/2014,SELL,SWIR,787,26.48,8.0
10/21/2014,BUY,CSL,233,85.77,8.0
10/21/2014,BUY,AKRX,484,41.29,8.0
10/22/2014,BUY,ILMN,108,184.82,8.0
10/23/2014,BUY,ALXN,107,185.92,8.0
10/23/2014,BUY,GPI,241,82.82,8.0
11/06/2014,SELL,AKRX,484,37.88,8.0
11/11/2014,BUY,IHG,491,40.67,8.0
12/10/2014,SELL,IHG,491,39.41,8.0
12/10/2014,SELL,ILMN,108,183.86,8.0
12/10/2014,SELL,CSL,233,86.56,8.0
12/12/2014,SELL,ALXN,107,186.9,8.0
12/12/2014,BUY,ADBE,262,76.02,8.0
12/15/2014,SELL,GPI,241,85.84,8.0
12/16/2014,SELL,ADBE,262,72.32,8.0
12/18/2014,BUY,CTAS,268,74.49,8.0
12/18/2014,BUY,KNL,975,20.5,8.0
12/18/2014,BUY,KRFT,315,63.38,8.0
12/19/2014,BUY,SXT,326,61.15,8.0
12/19/2014,BUY,TMP,374,53.34,8.0
01/05/2015,SELL,SXT,326,58.79,8.0
01/05/2015,SELL,KRFT,315,61.85,8.0
01/05/2015,SELL,KNL,975,20.58,8.0
01/05/2015,SELL,TMP,374,53.27,8.0
01/05/2015,SELL,CTAS,268,77.02,8.0
01/08/2015,BUY,LABL,344,58.0,8.0
01/08/2015,BUY,BSX,1370,14.59,8.0
01/08/2015,BUY,CMG,27,719.99,8.0
01/08/2015,BUY,TSRO,480,41.61,8.0
01/09/2015,BUY,DHT,2258,8.85,8.0
01/12/2015,SELL,LABL,344,56.93,8.0
01/12/2015,SELL,CMG,27,711.7,8.0
01/12/2015,SELL,BSX,1370,14.58,8.0
01/12/2015,SELL,TSRO,480,42.59,8.0
01/12/2015,SELL,DHT,2258,9.05,8.0
01/22/2015,BUY,AGU,186,107.2,8.0
01/22/2015,BUY,TSM,843,23.71,8.0
01/22/2015,BUY,TTM,409,48.84,8.0
01/23/2015,BUY,CSWC,469,42.59,8.0
01/23/2015,BUY,SBUX,226,88.22,8.0
